id	type	address	number	postal_code	municipality	province	location	public	available	hours	latitude	longitude
11269	NA	Avenue du suffrage Universel  1030 Bruxelles	NA	1030	Bruxelles	Bruxelles-Brussel	NA	Y	NA	NA	50.8661509	4.3819589
2368	NA	Avenue du Suffrage Universel  1030 Bruxelles	NA	1030	Bruxelles	Bruxelles-Brussel	Local infirmerie	Y	NA	NA	50.8661509	4.3819589
2391	NA	Avenue du Tennis 1 1 4020 Liège	1	4020	Liège	Liège	hall d entrée à droite	NA	NA	NA	50.6344513	5.6427805
4347	NA	Avenue du Textile  5 7700 Mouscron	5	7700	Mouscron	Hainaut	salle de réunion	NA	NA	NA	50.7519365	3.2460187
8598	NA	Avenue du Tir  12 7000 Mons	12	7000	Mons	Hainaut	NA	Y	NA	NA	50.4616964	3.9621702
2531	NA	Avenue du Tir  7000 MONS	NA	7000	MONS	Hainaut	hall des vestiaires	NA	NA	NA	50.4616964	3.9621702
8599	NA	Avenue du Tir 12 7000 Mons	12	7000	Mons	Hainaut	NA	Y	NA	NA	50.4616964	3.9621702
8600	NA	Avenue du Tir 12 7000 Mons	12	7000	Mons	Hainaut	NA	Y	NA	NA	50.4616964	3.9621702
13580	Appareil fixe-Vast apparaat	Avenue du Vert Chasseur  66 1180 Uccle	66	1180	Uccle	Bruxelles-Brussel	Accueil	Oui-Ja	Non-Nee	NA	50.79966465	4.36610109725077
16514	Appareil fixe-Vast apparaat	Avenue du vert chasseur 46 1180 Uccle	46	1180	Uccle	Bruxelles-Brussel	 	Oui-Ja	Non-Nee	NA	50.7998139	4.37010300641877
14579	Appareil fixe-Vast apparaat	Avenue du Vivier d Oie 4 1000 Bruxelles	4	1000	Bruxelles	Bruxelles-Brussel	.	Oui-Ja	Non-Nee	NA	50.8040393	4.37724430515594
6674	NA	Avenue E, Mounier ) 5 1200 Bruxelles	5	1200	Bruxelles	Bruxelles-Brussel	NA	NA	NA	NA	50.8526466	4.4485258
6675	NA	Avenue E, Mounier ) 5 1200 Bruxelles	5	1200	Bruxelles	Bruxelles-Brussel	NA	NA	NA	NA	50.8526466	4.4485258
8360	NA	Avenue E. Mounier  5 1200 Bruxelles	5	1200	Bruxelles	Bruxelles-Brussel	NA	NA	NA	NA	50.8526466	4.4485258
8361	NA	Avenue E. Mounier 5 1200 Bruxelles	5	1200	Bruxelles	Bruxelles-Brussel	NA	NA	NA	NA	50.8526466	4.4485258
2453	NA	Avenue E. Mounier 83 1200 Brussel	83	1200	Brussel	Bruxelles-Brussel	1e verd. Rechts ingang	NA	NA	NA	50.851043	4.456276
4221	NA	Avenue E. Van Nieuwenhuyse  4 1160 Bruxelles	4	1160	Bruxelles	Bruxelles-Brussel	coffee corner	NA	NA	NA	50.8129031	4.4199845
4558	NA	Avenue Edgard Frankignoul  2 1480 Saintes	2	1480	Saintes	Brabant Wallon	atelier - magasin	NA	NA	NA	50.70680928	4.17378208
4559	NA	Avenue Edgard Frankignoul 2 1480 Saintes	2	1480	Saintes	Brabant Wallon	bureau	NA	NA	NA	50.70680928	4.17378208
5838	NA	Avenue Edison  12 1300 Wavre	12	1300	Wavre	Brabant Wallon	NA	NA	NA	NA	50.7369108	4.6015074
3651	NA	Avenue Edison  13 6940 Grandhan	13	6940	Grandhan	Luxembourg	local infirmerie, rez de ch	NA	NA	NA	50.32987595	5.40808487
5837	NA	Avenue Edison  7 1300 Wavre	7	1300	Wavre	Brabant Wallon	NA	NA	NA	NA	50.73761505	4.6003912909492
9470	NA	Avenue Einstein  11 1300 Limal	11	1300	Limal	Brabant Wallon	NA	NA	NA	NA	50.7311775	4.5876839
16345	Appareil fixe-Vast apparaat	Avenue Einstein  12 1300 Wavre 	12	1300	Wavre 	Brabant Wallon	Infirmerie 	Non-Nee	Non-Nee	NA	NA	NA
11249	NA	Avenue Einstein 14 1300 Wavre	14	1300	Wavre	Brabant Wallon	NA	Y	NA	NA	50.7311771	4.58863193116279
11250	NA	Avenue Einstein 14 1300 Wavre	14	1300	Wavre	Brabant Wallon	NA	Y	NA	NA	50.7311771	4.58863193116279
791	NA	Avenue Einstein 2 1300 Wavre	2	1300	Wavre	Brabant Wallon	NA	NA	NA	NA	50.7308296	4.5875476
5835	NA	Avenue Einstein 4 1300 Wavre	4	1300	Wavre	Brabant Wallon	NA	NA	NA	NA	50.7308296	4.5875476
9552	NA	Avenue Einstein 6 1300 Wavre	6	1300	Wavre	Brabant Wallon	NA	NA	NA	NA	50.7305086	4.58878096962457
9549	NA	Avenue Einstein 8 1300 Wavre	8	1300	Wavre	Brabant Wallon	NA	NA	NA	NA	50.7307116	4.5879723
9550	NA	Avenue Einstein 8 1300 Wavre	8	1300	Wavre	Brabant Wallon	NA	NA	NA	NA	50.7307116	4.5879723
9551	NA	Avenue Einstein 8 1300 Wavre	8	1300	Wavre	Brabant Wallon	NA	NA	NA	NA	50.7307116	4.5879723
9553	NA	Avenue Einstein 8 1300 Wavre	8	1300	Wavre	Brabant Wallon	NA	NA	NA	NA	50.7307116	4.5879723
9554	NA	Avenue Einstein 8 1300 Wavre	8	1300	Wavre	Brabant Wallon	NA	NA	NA	NA	50.7307116	4.5879723
3309	NA	Avenue Elisabeth 98 4800 Verviers	98	4800	Verviers	Liège	bureaux du Siège social	NA	NA	NA	50.58387885	5.86981150459462
16450	Appareil fixe-Vast apparaat	avenue Emile Gryson 1 1070 Bruxelles	1	1070	Bruxelles	Bruxelles-Brussel	Accueil	Oui-Ja	Non-Nee	8h-17h	50.8160048	4.2954239
16643	Appareil fixe-Vast apparaat	Avenue Emile Gryson 1 1070 Bruxelles	1	1070	Bruxelles	Bruxelles-Brussel	 	Oui-Ja	Non-Nee	NA	50.8160048	4.2954239
7470	NA	AVENUE EMILE GRYZON 1 1070 Bruxelles	1	1070	Bruxelles	Bruxelles-Brussel	NA	NA	NA	NA	50.815453	4.2949006
13420	Appareil fixe-Vast apparaat	avenue Emile Vandervelde  128 6200 Bouffioulx	128	6200	Bouffioulx	Hainaut	sanitaire homme fond du bâtiment  armoire verte	Oui-Ja	Non-Nee	Lun 20-22 Mar 18-21 Mec 16-20 Jeudi 18-21 Vend 20-22 Sam 9-13 Dim 9-13 + si occupation salle	50.394277	4.51809075104776
14008	Appareil fixe-Vast apparaat	Avenue Emmanuel Mounier   1200 Woluwe-Saint-Lambert	NA	1200	Woluwe-Saint-Lambert	Bruxelles-Brussel	.	Oui-Ja	Non-Nee	NA	50.8485895	4.4604764
11271	NA	Avenue Ernest Cambier  1030 Bruxelles	NA	1030	Bruxelles	Bruxelles-Brussel	NA	Y	NA	NA	50.8554009	4.3978246
9224	NA	Avenue Ernest Solvay 88 6220 Fleurus	88	6220	Fleurus	Hainaut	NA	Y	NA	NA	50.5055137	4.4784066
1506	NA	Avenue Ernst 4 4800 Petit-Rechain	4	4800	Petit-Rechain	Liège	NA	Y	NA	NA	50.61870435	5.83497175124965
3103	NA	Avenue Espace   4620 Fléron	NA	4620	Fléron	Liège	Sportbâtiment cafétaria	NA	NA	NA	50.6128253	5.6766912
1618	NA	Avenue Eugène Plasky 144 1030 Bruxelles	144	1030	Bruxelles	Bruxelles-Brussel	NA	Y	NA	NA	50.85213245	4.39665714868067
9269	NA	Avenue F. Nicolay 35 4970 Stavelot	35	4970	Stavelot	Liège	NA	Y	NA	NA	50.3961009	5.9334664
10186	NA	Avenue Felix Lacourt 198 1390 Grez-Doiceau	198	1390	Grez-Doiceau	Brabant Wallon	NA	NA	NA	NA	50.718231	4.72354165289855
13468	Appareil fixe-Vast apparaat	Avenue Félix Marchal   1030 Bruxelles	NA	1030	Bruxelles	Bruxelles-Brussel	Accueil	Oui-Ja	Non-Nee	NA	50.8499594	4.3937255
8730	NA	Avenue Ferdinand Nicolay 6 4970 Stavelot	6	4970	Stavelot	Liège	NA	Y	NA	NA	50.3945505	5.93221793161744
9660	NA	Avenue Fleming 14 1300 Wavre	14	1300	Wavre	Brabant Wallon	NA	NA	NA	NA	50.7379387	4.6039474
2523	NA	Avenue Fonsny  1060 Bruxelles	NA	1060	Bruxelles	Bruxelles-Brussel	terminal Eurostar	NA	NA	NA	50.8316294	4.3328752
5513	NA	Avenue François Cornesse  63 4920 Aywaille	63	4920	Aywaille	Liège	bâtiment à 1 étage	NA	NA	NA	50.4735323	5.6619277
11253	NA	Avenue François Cornesse 48 4920 AYWAILLE	48	4920	AYWAILLE	Liège	NA	Y	NA	NA	50.4762069	5.656768
6879	NA	AVENUE FRANCOIS GEUTEN  88 7780 Comines	88	7780	Comines	Hainaut	NA	NA	NA	NA	50.7740814	2.9985208
12572	Appareil fixe-Vast apparaat	avenue Franklin   1300 WAVRE-Nord	NA	1300	WAVRE-Nord	Brabant Wallon	Rez-de-chaussée, local de formations produits chauffage à côté du magasin	Non-Nee	Non-Nee	Entre 8h15 et 17h30  (sauf le vendredi 16h30)	50.73469395	4.5836406
4499	NA	Avenue Franklin 5 1300 Wavre	5	1300	Wavre	Brabant Wallon	local de préparation	NA	NA	NA	50.7352425	4.5835875
13411	Appareil fixe-Vast apparaat	Avenue Franklin Roosevelt 23 1050 Bruxelles	23	1050	Bruxelles	Bruxelles-Brussel	Rez-de-chaussée	Oui-Ja	Oui-Ja	NA	50.81185785	4.37900903054846
5041	NA	Avenue Franklin Roosevelt 39 4600 Visé	39	4600	Visé	Liège	devant-le-pont	NA	NA	NA	50.73732255	5.68487204624293
14485	Appareil fixe-Vast apparaat	Avenue Frère Orban 9 7000 Mons	9	7000	Mons	Hainaut	Bâtiment Rosa Parks	Oui-Ja	Non-Nee	NA	50.4508346	3.95656606989574
5746	NA	Avenue Gabriël Petit  6 7940 Brugelette	6	7940	Brugelette	Hainaut	NA	NA	NA	NA	50.59262	3.85285
6723	NA	Avenue Gabriel Petit 6 7940 Brugelette	6	7940	Brugelette	Hainaut	NA	NA	NA	NA	50.59262	3.85285
9543	NA	Avenue Galilee 4 1300 Wavre	4	1300	Wavre	Brabant Wallon	NA	NA	NA	NA	50.7364363	4.58235338439619
2082	Appareil fixe-Vast apparaat	Avenue General Michel 1 6000 CHARLEROI	1	6000	CHARLEROI	Hainaut	2é verdieping in de hall.	Oui-Ja	Oui-Ja	NA	50.4110777	4.45095201935508
6103	NA	Avenue Georges Henri  164 1200 Brussel	164	1200	Brussel	Bruxelles-Brussel	NA	NA	NA	NA	50.8452339	4.4172186
4225	NA	Avenue Georges Lemaître  30 6041 Gosselies	30	6041	Gosselies	Hainaut	NA	NA	NA	NA	50.47217935	4.47100332088288
13778	Appareil fixe-Vast apparaat	Avenue Georges Lemaître  38 6041 Gosselies	38	6041	Gosselies	Hainaut	Hall - réception au rez de chaussée	Non-Nee	Non-Nee	08h à 17h	50.47289035	4.47177400672042
13145	Appareil fixe-Vast apparaat	Avenue Georges Lemaitre 21 6041 GOSSELIES	21	6041	GOSSELIES	Hainaut	Gebouw telecom 1 aan het onthaal	Oui-Ja	NA	NA	50.47198885	4.46825216149421
5765	NA	Avenue Georges Lemaitre 30 6041 Gosselies	30	6041	Gosselies	Hainaut	NA	NA	NA	NA	50.47217935	4.47100332088288
16475	Appareil fixe-Vast apparaat	Avenue Georges Rodenbach 6 1030 Schaerbeek	6	1030	Schaerbeek	Bruxelles-Brussel	Reception accueil	Oui-Ja	Oui-Ja	NA	50.87860235	4.38148537923569
2218	NA	Avenue Golenvaux  3 5000 Namur	3	5000	Namur	Namur	hall d entrée - accueil	NA	NA	NA	50.462939	4.86865404850471
12587	Appareil fixe-Vast apparaat	Avenue Gouverneur Bovesse  100 5100 Jambes 	100	5100	Jambes 	Namur	Reception 	Oui-Ja	Non-Nee	NA	NA	NA
12586	Appareil fixe-Vast apparaat	Avenue Gouverneur Bovesse 29 5100 Jambes 	29	5100	Jambes 	Namur	ASCENCEUR	Oui-Ja	Non-Nee	NA	NA	NA
6193	NA	Avenue Gouverneur Bovesse 37 5100 JambesNamur)	37	5100	JambesNamur)	Namur	NA	NA	NA	NA	50.4589392	4.8743326
12546	Appareil fixe-Vast apparaat	avenue Gouverneur Bovesse 96 5100 Jambes	96	5100	Jambes	Namur	Accueil	Oui-Ja	Non-Nee	NA	50.4564592	4.8720084
5392	NA	Avenue Greiner  1 4100 Seraing	1	4100	Seraing	Liège	rez,à gauche de la petite porte	NA	NA	NA	50.6151863	5.51273045572857
1069	NA	Avenue Greiner 1 4100 Seraing	1	4100	Seraing	Liège	NA	NA	NA	NA	50.6151863	5.51273045572857
10165	NA	Avenue Gustave Maigret 39 7030 Saint-Symphorien	39	7030	Saint-Symphorien	Hainaut	NA	NA	NA	NA	50.4443539	3.9975363
11542	NA	Avenue Guy Stinglhamber 6 5540 Hastière	6	5540	Hastière	Namur	NA	Y	NA	NA	50.2128328	4.8207037
5592	NA	Avenue Hansen Soulie  45 1150 Bruxelles	45	1150	Bruxelles	Bruxelles-Brussel	salle de gym	NA	NA	NA	50.8290172	4.4005065
12761	Appareil fixe-Vast apparaat	avenue Henri Zaman 1 1480 Tubize	1	1480	Tubize	Brabant Wallon	Accueil	Oui-Ja	Non-Nee	NA	50.70792085	4.17348953625571
5316	NA	Avenue Herman Debroux  46 1160 Bruxelles	46	1160	Bruxelles	Bruxelles-Brussel	couloir toilettes	NA	NA	NA	50.8134049	4.4320184
495	NA	AVenue Herman Debroux 42 1160 Bruxelles	42	1160	Bruxelles	Bruxelles-Brussel	NA	NA	NA	NA	50.8131778	4.431094
4663	NA	Avenue Herman Debroux 46 1160 Bruxelles	46	1160	Bruxelles	Bruxelles-Brussel	réception 6ième étage	NA	NA	NA	50.8134049	4.4320184
6595	NA	Avenue Herrmann Debroux  54 1160 Brussel	54	1160	Brussel	Bruxelles-Brussel	NA	NA	NA	NA	50.8137354	4.4339223891389
2642	NA	Avenue Huyberechts 13 1340 Heppignies	13	1340	Heppignies	Brabant Wallon	rez	NA	NA	NA	50.48141098	4.49325991
8470	NA	Avenue J,E Lenoir  2 1348 Louvain-la-Neuve	2	1348	Louvain-la-Neuve	Brabant Wallon	NA	Y	NA	NA	50.6661159	4.6263547
11736	Appareil fixe	Avenue J.F Kennedy 1 1330 Rixensart	1	1330	Rixensart	Brabant Wallon	NA	Y	NA	NA	50.71131	4.520561
6255	NA	Avenue Jacques Brel 30 1200 Bruxelles	30	1200	Bruxelles	Bruxelles-Brussel	NA	NA	NA	NA	50.8480403	4.4362863
15798	Appareil fixe-Vast apparaat	Avenue Jacques Georgin  1030 SCHAARBEEK	NA	1030	SCHAARBEEK	Bruxelles-Brussel	INKOM	Oui-Ja	NA	NA	50.8556813	4.4105117
14456	Appareil fixe-Vast apparaat	Avenue Jacques Georgin 2 1030 Schaerbeek	2	1030	Schaerbeek	Bruxelles-Brussel	.	Oui-Ja	Non-Nee	NA	50.8567954	4.4088886
5645	NA	Avenue Jardin Ecole   4820 Dison	NA	4820	Dison	Liège	local toilettes	NA	NA	NA	50.6055697	5.8548487
5646	NA	Avenue Jardin Ecole   4820 Dison	NA	4820	Dison	Liège	local maitre nageur	NA	NA	NA	50.6055697	5.8548487
3464	NA	Avenue Jardin Ecole  4820 Dison	NA	4820	Dison	Liège	infirmerie	NA	NA	NA	50.6055697	5.8548487
3465	NA	Avenue Jardin Ecole  4820 Dison	NA	4820	Dison	Liège	dans les vestiaires filles	NA	NA	NA	50.6055697	5.8548487
15351	Appareil fixe-Vast apparaat	Avenue Jean 1er 2 5000 MEN	2	5000	NAMEN	Namur	RECEPTIE	Oui-Ja	Oui-Ja	NA	50.4605977	4.8513406
5598	NA	Avenue Jean de la Hoese 80 1080 Bruxelles	80	1080	Bruxelles	Bruxelles-Brussel	local secretariat	NA	NA	NA	50.85915145	4.31291487173643
6501	NA	Avenue Jean Jaurès  36 1030 Bruxelles	36	1030	Bruxelles	Bruxelles-Brussel	NA	NA	NA	NA	50.8772776	4.38412669846003
10056	NA	Avenue Jean jaurès 2 6180 Courcelles	2	6180	Courcelles	Hainaut	NA	Y	NA	NA	50.4596818	4.3745929
16210	Appareil fixe-Vast apparaat	Avenue Jean Mermoz  6041 Gosselies	NA	6041	Gosselies	Brabant Wallon	Gelijkvloers	Non-Nee	Oui-Ja	NA	50.4749864	4.4794557
8362	NA	Avenue Jean Monnet  12 1400 Nivelles	12	1400	Nivelles	Brabant Wallon	NA	NA	NA	NA	50.6185908	4.3285214
14358	Appareil fixe-Vast apparaat	Avenue Jean Monnet 1 1348 Louvain-La-Neuve	1	1348	Louvain-La-Neuve	Brabant Wallon	.	Oui-Ja	Non-Nee	NA	50.6788829	4.6244127
3658	NA	Avenue Jean Taste  80 4802 Heusy	80	4802	Heusy	Liège	hall des sports	NA	NA	NA	50.5837805	5.8759681
3659	NA	Avenue Jean Taste  80 4802 Heusy	80	4802	Heusy	Liège	hall accueil	NA	NA	NA	50.5837805	5.8759681
15100	Appareil fixe-Vast apparaat	Avenue Jean Van Horebeeck 196 1160 Brussel	196	1160	Brussel	Bruxelles-Brussel	 	Oui-Ja	Non-Nee	NA	50.8054305	4.4345175
16137	Appareil fixe-Vast apparaat	Avenue jean-etienne lenoir 1 1348 Louvain-La-Neuve	1	1348	Louvain-La-Neuve	Brabant Wallon	INKOM	Oui-Ja	NA	NA	50.663737	4.6270648
13949	Appareil fixe-Vast apparaat	Avenue Jean-Jaurès  1 7700 Mouscron	1	7700	Mouscron	Hainaut	"Intérieur : Hall d entrée
"	Oui-Ja	Non-Nee	Accessible aux heures d ouverture de la crèche	50.7432822	3.1884704
8690	NA	Avenue Jean-Jaurès 50 1030 Bruxelles	50	1030	Bruxelles	Bruxelles-Brussel	NA	Y	NA	NA	50.8781746	4.3855909
15484	Appareil fixe-Vast apparaat	Avenue Jean-Joseph Crocq 8 1090 Jette	8	1090	Jette	Bruxelles-Brussel	Etage	Non-Nee	Non-Nee	NA	50.8855951	4.32866315853496
15098	Appareil fixe-Vast apparaat	Avenue Joseph Chaudron   115 1160 Bruxelles	115	1160	Bruxelles	Bruxelles-Brussel	.	Oui-Ja	Non-Nee	NA	50.8107143	4.434479
2296	NA	Avenue Joseph Hanse 6 5150 Floreffe	6	5150	Floreffe	Namur	hall d accueil	NA	NA	NA	50.4375877	4.7584852
7111	NA	AVENUE JOSEPH WAUTERS  99 7080 Frameries	99	7080	Frameries	Hainaut	NA	NA	NA	NA	50.4053932	3.8966065
13605	Appareil fixe-Vast apparaat	Avenue Jospeh Wauters 1 7080 Frameries	1	7080	Frameries	Hainaut	Accueil	Oui-Ja	Non-Nee	NA	50.40552746	3.89649622
4838	NA	Avenue Josse Goffin  180 1080 Bruxelles	180	1080	Bruxelles	Bruxelles-Brussel	rez,à côté de l accueil	NA	NA	NA	50.86734545	4.30632692125261
4767	NA	Avenue Jules Bordet   1140 Bruxelles	NA	1140	Bruxelles	Bruxelles-Brussel	accueil - 1er étage	NA	NA	NA	50.87741	4.4106929
8352	NA	Avenue Jules Bordet  142 1140 Bruxelles	142	1140	Bruxelles	Bruxelles-Brussel	NA	NA	NA	NA	50.8715816	4.4166496
3512	NA	Avenue Jules Bordet  164 1140 Bruxelles	164	1140	Bruxelles	Bruxelles-Brussel	rez,derrière l accueil	NA	NA	NA	50.8705502	4.41801859556683
5490	NA	Avenue Jules Bordet  168 1140 Bruxelles	168	1140	Bruxelles	Bruxelles-Brussel	infirmerie	NA	NA	NA	50.8699693	4.41845413594171
15140	Appareil fixe-Vast apparaat	Avenue Jules Bordet  74 1140 Evere	74	1140	Evere	Bruxelles-Brussel	Au rez-de-chaussée du bâtiment, dans la réception du centre	Oui-Ja	Oui-Ja	NA	50.8741215	4.4129262675064
5892	NA	Avenue Jules Bordet 1 1140 Bruxelles	1	1140	Bruxelles	Bruxelles-Brussel	NA	NA	NA	NA	50.8779422	4.41242476333652
5476	NA	Avenue Jules Bordet 166 1140 Brussel	166	1140	Brussel	Bruxelles-Brussel	4de verdieping	NA	NA	NA	50.87024435	4.41821930169367
13933	Appareil fixe-Vast apparaat	Avenue Jules Destrée 12 6031 Monceau-Sur-Sambre	12	6031	Monceau-Sur-Sambre	Hainaut	.	Oui-Ja	Non-Nee	NA	50.41071155	4.38315309724442
4468	NA	Avenue Jules Ducobu   7300 Boussu	NA	7300	Boussu	Hainaut	local matériel	NA	NA	NA	50.4216741	3.8023572
16413	Appareil fixe-Vast apparaat	Avenue Jules Mathieu  10 1400 Nivelles	10	1400	Nivelles	Brabant Wallon	 	Oui-Ja	Non-Nee	NA	50.58940935	4.32217496857648
16419	Appareil fixe-Vast apparaat	Avenue jules Mathieu 10 1400 Nivelles	10	1400	Nivelles	Brabant Wallon	 	Oui-Ja	Non-Nee	NA	50.58940935	4.32217496857648
2861	NA	Avenue Jules Mathieu 10 1400 Nivelles	10	1400	Nivelles	Brabant Wallon	" lieu ""Chant des Oiseaux"	NA	NA	NA	50.58940935	4.32217496857648
2861	NA	Avenue Jules Mathieu 10 1400 Nivelles	10	1400	Nivelles	Brabant Wallon	" lieu ""Chant des Oiseaux"	NA	NA	NA	50.58940935	4.32217496857648
16416	Appareil fixe-Vast apparaat	Avenue Jules Mathieu 10 1400 Nivelles	10	1400	Nivelles	Brabant Wallon	Infirmerie Piscine 	Oui-Ja	Non-Nee	NA	50.58940935	4.32217496857648
16416	Appareil fixe-Vast apparaat	Avenue Jules Mathieu 10 1400 Nivelles	10	1400	Nivelles	Brabant Wallon	Infirmerie Piscine 	Oui-Ja	Non-Nee	NA	50.58940935	4.32217496857648
16415	Appareil fixe-Vast apparaat	Avenue Jules Mathieu 10 1400 Nivelles 	10	1400	Nivelles 	Brabant Wallon	 	Non-Nee	Non-Nee	NA	NA	NA
16418	Appareil fixe-Vast apparaat	Avenue Jules Mathieu 10 1400 Nivelles 	10	1400	Nivelles 	Brabant Wallon	Hall Piscine 	Oui-Ja	Non-Nee	NA	NA	NA
3095	NA	Avenue Jules Mathieu 2 1400 Nivelles	2	1400	Nivelles	Brabant Wallon	rez, entrée côté terrasse	NA	NA	NA	50.592713	4.3242147
16414	Appareil fixe-Vast apparaat	Avenue Jules Mathieu 20 1400 Nivelles 	20	1400	Nivelles 	Brabant Wallon	Salle de la dodaine 	Oui-Ja	Non-Nee	NA	NA	NA
2578	NA	Avenue Jules. Mathieu 1 1400 Nivelles	1	1400	Nivelles	Brabant Wallon	Couloir accès piscine	NA	NA	NA	50.592713	4.3242147
4707	NA	Avenue Konrad Adenauer  8 1200 Bruxelles	8	1200	Bruxelles	Bruxelles-Brussel	accueil	NA	NA	NA	50.8504427	4.4495193
6432	NA	Avenue Landas  10 1480 Saintes	10	1480	Saintes	Brabant Wallon	NA	NA	NA	NA	50.7108192	4.1716721
6476	NA	Avenue Landas  11 1480 Tubize	11	1480	Tubize	Brabant Wallon	NA	NA	NA	NA	50.70995025	4.17319317925157
14743	Appareil fixe-Vast apparaat	AVENUE LANDAS 4 1480 TUBIZE	4	1480	TUBIZE	Brabant Wallon	Bureau du bas, à côté des toilettes.	Non-Nee	Non-Nee	7h25-15h55/lun-jeu - 7h25-13h55/ven	50.7108192	4.1716721
6181	NA	Avenue Lavoisier   1831 Diegem	NA	1831	Diegem	Vlaams-Brabant	NA	NA	NA	NA	50.89419174	4.43560934
6182	NA	Avenue Lavoisier   1831 Diegem	NA	1831	Diegem	Vlaams-Brabant	NA	NA	NA	NA	50.89419174	4.43560934
7196	NA	AVENUE LAVOISIER  3 1300 Wavre	3	1300	Wavre	Brabant Wallon	NA	NA	NA	NA	50.7356186	4.5970394
7195	NA	AVENUE LAVOISIER  9 1300 Wavre	9	1300	Wavre	Brabant Wallon	NA	NA	NA	NA	50.7362075	4.59362382258355
7729	NA	Avenue Legrand  45 1050 Bruxelles	45	1050	Bruxelles	Bruxelles-Brussel	NA	NA	NA	NA	50.8153273	4.36923424793288
3232	NA	Avenue Léon Champagne 2 1480 Saintes	2	1480	Saintes	Brabant Wallon	rez de ch,cuisine	NA	NA	NA	50.7080468	4.17483921046785
15966	Appareil fixe-Vast apparaat	Avenue Leon Grosjean 2 1140 EVERE	2	1140	EVERE	Bruxelles-Brussel	In de inkomhal	Oui-Ja	NA	NA	50.8575978	4.41171859925
2537	NA	Avenue Leopold III  7100 Saint-Vaast	NA	7100	Saint-Vaast	Hainaut	clubhouse	NA	NA	NA	50.4623019	4.1591988
14281	Appareil fixe-Vast apparaat	Avenue Léopold III,  10 7100 Saint-Vaast	10	7100	Saint-Vaast	Hainaut	sur la terrasse couverte accessible à toute personne entrant sur le site	Oui-Ja	Non-Nee	tous les jours de 17h à 22h30 le mercredi de 13h à 22h et le week-end= cela dépend de la programmation des matches mais d office de 8h30 à 18h	50.4633433	4.15694056815992
5471	NA	Avenue Léopold Wiener  60 1170 Bruxelles	60	1170	Bruxelles	Bruxelles-Brussel	piscine,entrée vestiaires	NA	NA	NA	50.8064285	4.40900164977811
5558	NA	Avenue Léopold Wiener  60 1170 Bruxelles	60	1170	Bruxelles	Bruxelles-Brussel	entrée principale des tri	NA	NA	NA	50.8064285	4.40900164977811
5470	NA	Avenue Léopold Wiener 60 1170 Bruxelles	60	1170	Bruxelles	Bruxelles-Brussel	sas grande salle à droite	NA	NA	NA	50.8064285	4.40900164977811
6407	NA	Avenue Leopold-III  40 7134 Péronnes-lez-Binche	40	7134	Péronnes-lez-Binche	Hainaut	NA	NA	NA	NA	50.42764585	4.13192176308159
10755	NA	avenue Louis Bertrand  1030 Bruxelles	NA	1030	Bruxelles	Bruxelles-Brussel	NA	Y	NA	NA	50.8660869	4.3846747
10756	NA	avenue Louis Bertrand  1030 Bruxelles	NA	1030	Bruxelles	Bruxelles-Brussel	NA	Y	NA	NA	50.8660869	4.3846747
1247	NA	Avenue Louise   1000 Bruxelles	NA	1000	Bruxelles	Bruxelles-Brussel	NA	NA	NA	NA	50.8319916	4.3593762
